,Unnamed: 0,salet reductions,salet score,reast reductions,reast score,crate reductions,crate score,trace reductions,trace score,slate reductions,slate score,crane reductions,crane score,word1,word2,word3,word4,word5,RepeatN,WordCharacter,salet Topics,reast Topics,crate Topics,trace Topics,slate Topics,crane Topics,salet Description,reast Description,crate Description,trace Description,slate Description,crane Description,salet Attitude,reast Attitude,crate Attitude,trace Attitude,slate Attitude,crane Attitude,Number of reported results,Number in hard mode,1 Try,2 Tries,3 Tries,4 Tries,5 Tries,6 Tries,Above 6 Tries,cluster
292,292,2,2,9,3,17,3,23,3,1.0,2,35,2,5,10,14,20,19,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,30063,2904,0.0,0.06,0.28,0.37,0.21,0.07,0.01,4
293,293,17,3,14,3,3,3,4,3,24.0,3,3,3,2,0,17,17,24,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4512218,0.42822188,0.4512218,0.43901774,0.4512218,0.44415283,27609,2615,0.0,0.04,0.22,0.35,0.24,0.12,0.03,4
294,294,7,3,3,3,10,3,10,3,3.0,3,4,3,18,12,4,0,10,0,16,1,1,0,1,1,1,0,0,0,0,0,0,0.42979294,0.44837806,0.44837806,0.4360628,0.42871764,0.4389625,27905,2636,0.0,0.07,0.28,0.36,0.21,0.07,0.01,4
295,295,10,4,29,3,17,3,17,3,9.0,3,18,3,11,7,1,4,11,1,7,2,2,1,2,2,2,0,0,0,0,0,0,0.47458097,0.46003148,0.45114434,0.43747595,0.43652797,0.4588719,25156,2536,0.0,0.03,0.15,0.32,0.32,0.16,0.02,4
296,296,1,2,11,3,4,3,13,3,1.0,2,27,3,22,0,11,19,25,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.486223,0.49229825,0.4480128,0.4744141,0.486223,0.48090994,24672,2496,0.0,0.02,0.11,0.29,0.35,0.19,0.03,4
297,297,3,2,11,3,14,3,13,3,4.0,2,27,3,0,14,19,11,24,0,10,1,1,0,1,1,1,0,0,0,0,0,0,0.48396027,0.48736402,0.48736402,0.47071585,0.48396027,0.47914347,26498,2572,0.0,0.03,0.26,0.41,0.23,0.07,0.01,4
298,298,18,4,29,3,17,3,17,3,24.0,3,12,3,15,7,13,4,24,0,17,1,1,0,1,1,1,0,0,0,0,0,0,0.39367038,0.46003148,0.45114434,0.43747595,0.4631398,0.4588719,27502,3667,0.0,0.01,0.14,0.37,0.33,0.14,0.02,4
299,299,7,3,3,3,11,3,13,3,13.0,3,12,3,8,12,4,15,19,0,3,1,0,0,2,1,1,0,0,0,0,0,0,0.4505591,0.4505591,0.4505591,0.44832897,0.44433215,0.44443977,27670,2640,0.0,0.06,0.3,0.39,0.2,0.06,0.01,4
300,300,11,2,24,3,17,2,17,2,4.0,2,27,3,0,10,14,20,3,0,3,1,1,1,1,2,2,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,29554,2819,0.01,0.18,0.31,0.3,0.15,0.04,0.01,4
301,301,12,3,10,3,8,3,23,3,8.0,3,37,3,15,6,14,19,14,1,7,0,1,0,1,1,1,0,0,0,0,0,0,0.5541513,0.51667047,0.51667047,0.49977615,0.51667047,0.50892854,27330,2565,0.0,0.05,0.34,0.43,0.15,0.03,0.0,4
302,302,13,3,9,3,1,2,1,2,10.0,3,2,2,3,16,4,0,12,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.47562772,0.512454,0.4837741,0.46943143,0.49079266,0.4758106,29743,2751,0.05,0.14,0.31,0.29,0.15,0.04,0.01,4
303,303,3,3,3,3,2,2,3,3,1.0,2,9,3,18,18,0,11,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.41599023,0.41599023,0.4212266,0.40467706,0.4212266,0.40966597,31068,3013,0.02,0.19,0.3,0.27,0.15,0.06,0.02,4
304,304,32,3,8,3,18,3,18,3,24.0,3,13,3,1,4,6,8,13,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4618614,0.4618614,0.44740346,0.43425596,0.4618614,0.4558174,26096,2439,0.0,0.06,0.26,0.36,0.23,0.07,0.01,4
305,305,1,2,5,3,17,3,17,3,2.0,2,18,3,18,14,4,11,11,1,16,1,0,0,1,1,1,0,0,0,0,0,0,0.4387439,0.465603,0.4261252,0.41408065,0.4387439,0.4308651,27213,2531,0.0,0.04,0.24,0.37,0.24,0.09,0.01,4
306,306,17,3,3,2,16,3,16,3,24.0,3,1,2,17,0,8,13,24,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.45179823,0.45058352,0.45179823,0.43819466,0.45179823,0.4435545,28984,2678,0.01,0.16,0.38,0.31,0.11,0.03,0.01,4
307,307,18,3,8,3,3,3,4,3,4.0,3,4,3,20,12,8,19,4,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.44478652,0.4631398,0.4631398,0.4512561,0.4631398,0.4558691,27467,2575,0.01,0.11,0.31,0.33,0.18,0.05,0.01,4
308,308,8,3,1,2,10,3,10,3,4.0,3,14,4,12,4,3,0,11,0,3,2,1,0,1,2,1,0,0,0,0,0,0,0.52353877,0.51425725,0.52353877,0.5095285,0.5434181,0.55290794,25993,2438,0.0,0.05,0.25,0.38,0.23,0.08,0.01,4
309,309,1,2,3,3,6,3,6,3,3.0,3,12,3,21,0,11,4,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.47968784,0.46583074,0.45817426,0.470649,24660,2356,0.0,0.04,0.22,0.38,0.25,0.09,0.01,4
310,310,16,4,6,4,7,3,7,3,8.0,4,1,2,8,12,0,13,4,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.47649536,0.45176253,0.45714977,0.44321012,0.47053427,0.44849738,25085,2515,0.0,0.08,0.25,0.3,0.21,0.13,0.03,4
311,311,1,2,14,3,9,3,9,3,3.0,3,10,3,12,0,15,11,4,0,7,1,2,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.46621624,0.45149443,0.48237583,0.4596588,26536,2467,0.01,0.06,0.26,0.36,0.21,0.08,0.01,4
312,312,5,3,3,3,5,3,5,3,5.0,3,1,2,18,12,0,17,11,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.46141765,0.4631398,0.4631398,0.4512561,0.46141765,0.4588719,27475,2650,0.0,0.05,0.21,0.31,0.24,0.15,0.04,4
313,313,3,2,9,3,6,3,6,3,10.0,3,9,3,1,0,10,4,17,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0.4631398,0.4834316,0.4834316,0.46538872,0.4631398,0.47555786,25576,2541,0.0,0.05,0.16,0.23,0.24,0.22,0.1,4
314,314,18,3,9,3,1,2,1,2,9.0,3,7,3,19,6,4,17,4,1,10,1,1,0,1,1,1,0,0,0,0,0,0,0.42573076,0.4426133,0.44028288,0.42939842,0.4426133,0.43540356,27465,2530,0.0,0.14,0.35,0.33,0.14,0.04,0.0,4
315,315,17,3,33,3,30,3,30,3,14.0,4,36,3,6,10,24,15,7,0,17,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4512561,0.4331106,0.4588719,29208,2899,0.0,0.02,0.23,0.49,0.2,0.05,0.01,4
316,316,2,2,2,2,3,2,2,2,6.0,3,9,3,0,20,4,17,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4359183,0.4359183,0.4359183,0.42549372,0.436542,0.44710255,24749,2400,0.0,0.07,0.26,0.35,0.22,0.09,0.01,4
317,317,15,3,2,2,2,2,2,2,6.0,3,4,3,1,16,0,21,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.48378673,0.4908314,0.4908314,0.47379658,0.5156908,0.49112168,24991,2396,0.01,0.06,0.17,0.27,0.27,0.18,0.05,4
318,318,15,3,24,3,18,3,18,3,26.0,4,27,3,0,22,8,14,12,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.46313983,0.46313983,0.46313983,0.4512561,0.46313983,0.4588719,24288,2382,0.0,0.05,0.19,0.33,0.27,0.13,0.03,4
319,319,37,4,18,2,6,2,6,2,29.0,4,10,3,15,16,8,12,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0.48225668,0.4680525,0.4680525,0.4532785,0.48225668,0.48139918,27437,2534,0.01,0.1,0.26,0.32,0.21,0.09,0.01,4
320,320,32,3,21,4,9,4,9,4,24.0,3,9,3,3,16,8,21,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.45216858,0.45607293,0.45607293,0.44326192,0.45216858,0.45539185,26663,2451,0.01,0.12,0.32,0.3,0.18,0.06,0.01,4
321,321,1,2,1,2,1,2,1,2,1.0,2,3,3,5,4,0,18,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.50494504,0.50494504,0.50494504,0.48784915,0.50494504,0.5036567,27705,2725,0.05,0.13,0.25,0.27,0.19,0.1,0.02,4
322,322,12,3,10,3,4,3,3,3,12.0,3,7,3,8,18,2,7,24,0,3,0,1,1,2,2,2,0,0,0,0,0,0,0.50750244,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,24197,2329,0.0,0.08,0.28,0.4,0.18,0.05,0.01,4
323,323,8,3,14,3,1,2,1,2,3.0,2,1,2,2,10,4,0,13,0,3,2,2,0,1,1,1,0,0,0,0,0,0,0.4656243,0.4656243,0.4644867,0.45188904,0.4644867,0.45433113,26381,2424,0.01,0.17,0.36,0.31,0.12,0.03,0.0,4
324,324,19,4,24,3,20,4,20,4,26.0,4,31,4,7,0,15,15,24,1,3,0,1,1,2,1,2,0,0,0,0,0,0,0.4946499,0.4718438,0.4946499,0.48159125,0.4946499,0.484415,25206,2356,0.0,0.06,0.28,0.39,0.19,0.06,0.01,4
325,325,18,3,3,3,11,3,1,2,13.0,3,18,3,19,4,15,8,3,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4652315,0.51215017,0.48333958,0.4669017,0.47558454,0.47540236,26051,2484,0.0,0.1,0.38,0.35,0.13,0.03,0.0,4
326,326,32,3,31,4,18,3,18,3,24.0,3,4,3,20,12,3,20,4,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4675989,0.4631398,0.4512561,0.4631398,0.4558691,23739,2316,0.0,0.03,0.19,0.35,0.29,0.13,0.02,4
327,327,6,3,6,3,17,3,23,3,7.0,3,36,3,18,18,20,3,24,0,7,1,1,1,1,2,1,0,0,0,0,0,0,0.5152791,0.5152791,0.5152791,0.5021858,0.5152791,0.5067949,22569,2405,0.0,0.06,0.3,0.33,0.19,0.1,0.02,4
328,328,7,3,2,2,1,2,1,2,13.0,3,3,2,4,8,4,2,19,1,16,1,1,1,1,2,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.45711562,0.4588719,22628,2200,0.0,0.02,0.11,0.35,0.36,0.14,0.02,4
329,329,13,3,5,3,1,2,1,2,6.0,3,1,2,2,6,0,5,4,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.45216036,0.45904738,0.4631398,0.4512561,0.48483622,0.4588719,24646,2343,0.0,0.06,0.3,0.33,0.19,0.09,0.02,4
330,330,4,3,1,2,6,3,4,3,7.0,3,16,3,19,13,17,18,14,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.44165796,0.4631398,0.49085552,0.45086768,0.46222457,0.4588719,23873,2260,0.0,0.04,0.35,0.36,0.17,0.06,0.01,4
331,331,13,3,9,3,1,2,1,2,6.0,3,1,2,0,3,14,17,4,0,10,1,1,0,1,1,1,0,0,0,0,0,0,0.44960508,0.484774,0.46161753,0.44626313,0.46401405,0.45523593,25577,2398,0.02,0.17,0.32,0.29,0.15,0.05,0.01,4
332,332,17,3,30,3,18,3,18,3,25.0,3,12,3,22,13,10,4,13,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.4344419,0.46003148,0.45114434,0.43747595,0.4631398,0.4588719,23153,2200,0.0,0.02,0.1,0.25,0.36,0.23,0.04,4
333,333,3,3,8,2,5,2,5,2,10.0,3,8,2,0,11,1,4,17,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.48926783,0.4834316,0.4834316,0.46538872,0.48926783,0.47555786,23509,2261,0.0,0.06,0.22,0.33,0.24,0.12,0.03,4
334,334,5,3,3,2,17,3,25,4,7.0,3,38,4,9,13,20,18,19,0,7,1,1,1,1,2,1,0,0,0,0,0,0,0.46222457,0.4631398,0.4631398,0.43635345,0.46222457,0.44431078,24899,2388,0.0,0.06,0.29,0.34,0.21,0.08,0.02,4
335,335,16,3,20,3,16,3,16,3,24.0,3,5,3,8,12,5,4,17,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.4344419,0.46805245,0.4344419,0.42814162,0.4631398,0.45147642,21199,1863,0.0,0.03,0.19,0.33,0.26,0.14,0.03,4
336,336,15,3,6,2,1,2,1,2,8.0,3,3,2,1,16,0,8,3,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.5011362,0.4588719,23640,2165,0.0,0.1,0.36,0.35,0.14,0.03,0.0,4
337,337,36,3,33,3,6,3,5,3,36.0,3,3,3,10,12,14,2,10,1,7,1,1,0,1,2,1,0,1,0,0,0,0,0.42307147,0.3947957,0.42307147,0.4122989,0.42307147,0.4183769,21157,2041,0.0,0.03,0.18,0.43,0.27,0.08,0.01,4
338,338,7,4,14,3,11,4,11,4,6.0,3,1,2,13,0,8,21,4,0,3,1,2,0,1,1,1,0,0,0,0,0,0,0.4624461,0.44998264,0.4611615,0.44794276,0.44998264,0.43953764,21947,2075,0.01,0.07,0.24,0.32,0.24,0.11,0.01,4
339,339,12,3,26,4,18,3,18,3,12.0,3,27,3,0,14,15,11,24,1,10,0,3,1,2,1,1,0,0,0,0,0,0,0.4545803,0.4962475,0.4545803,0.440273,0.4545803,0.4485375,22873,2150,0.0,0.05,0.28,0.38,0.22,0.07,0.01,4
340,340,4,3,5,3,21,4,21,4,4.0,3,23,3,18,14,14,10,4,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0.49520612,0.49520612,0.4631398,0.4512561,0.49520612,0.4588719,24101,2224,0.0,0.06,0.31,0.38,0.19,0.05,0.0,4
341,341,4,3,3,3,18,3,18,3,1.0,2,28,3,20,17,20,0,11,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0.4524404,0.47232166,0.46432823,0.45211777,0.4616774,0.4563627,20824,2048,0.0,0.03,0.2,0.39,0.27,0.1,0.01,4
342,342,12,3,4,3,16,3,16,3,12.0,3,13,3,17,7,21,0,11,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.45196524,0.43268177,0.45196524,0.44038484,0.45196524,0.450158,22176,2127,0.0,0.07,0.27,0.35,0.22,0.08,0.01,4
343,343,34,4,19,3,7,3,7,3,26.0,4,9,3,15,16,14,1,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.42172754,0.45484275,0.45484275,0.44183788,0.42172754,0.46374083,22853,2160,0.0,0.06,0.24,0.32,0.24,0.11,0.03,4
344,344,36,3,19,3,1,2,3,2,36.0,3,1,2,2,6,14,17,3,0,7,2,2,1,1,2,1,0,0,0,0,0,0,0.4523968,0.4523968,0.4528198,0.44005913,0.4523968,0.44639874,22336,2088,0.0,0.07,0.39,0.38,0.13,0.03,0.0,4
345,345,3,3,4,3,4,3,1,2,6.0,3,11,4,19,0,15,4,17,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4359183,0.4512561,0.4670873,0.47555786,22166,2108,0.0,0.08,0.28,0.3,0.2,0.11,0.03,4
346,346,2,2,2,2,1,2,2,2,0.0,1,9,3,18,10,0,19,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,26010,2422,0.06,0.14,0.33,0.27,0.13,0.05,0.01,4
347,347,12,3,5,3,6,3,3,2,12.0,3,16,3,19,6,8,17,3,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0.50584704,0.46395364,0.49151817,0.45086768,0.46395364,0.4568474,24137,2261,0.01,0.1,0.47,0.32,0.09,0.02,0.0,4
348,348,12,3,13,3,16,3,16,3,12.0,3,5,3,11,19,13,0,17,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.5054249,0.47708893,0.5054249,0.48929188,0.5054249,0.49975538,22180,2036,0.0,0.05,0.32,0.4,0.17,0.04,0.0,4
349,349,8,3,29,3,2,2,5,3,9.0,3,4,3,4,22,2,4,11,1,7,0,1,0,1,1,1,0,0,0,0,0,0,0.4965585,0.48494655,0.4884131,0.4694224,0.4627731,0.48100933,20490,2034,0.0,0.01,0.13,0.34,0.34,0.15,0.02,4
350,350,6,2,2,2,1,2,2,2,2.0,2,13,3,0,13,17,19,0,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.46313983,0.46313983,0.46313983,0.4512561,0.46313983,0.4588719,21937,2112,0.0,0.07,0.26,0.35,0.2,0.1,0.03,4
351,351,3,3,3,3,18,3,18,3,3.0,3,20,3,15,13,8,18,4,0,7,1,1,0,1,1,0,0,0,0,0,0,0,0.50416076,0.50416076,0.5144091,0.49935216,0.50416076,0.50599563,20281,1911,0.02,0.11,0.34,0.32,0.15,0.06,0.01,4
352,352,4,3,4,3,4,3,3,3,6.0,3,9,3,4,22,19,17,0,0,3,1,1,0,1,1,1,0,0,1,0,0,0,0.44547132,0.44547132,0.41695046,0.4077723,0.4473708,0.45616066,15554,1562,0.01,0.05,0.2,0.35,0.28,0.1,0.01,4
353,353,33,3,30,3,19,3,19,3,25.0,3,21,3,9,19,3,6,4,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0.47261986,0.4675989,0.47261986,0.4582185,0.47261986,0.4664809,20011,2043,0.0,0.02,0.08,0.16,0.26,0.33,0.14,4
354,354,36,3,33,3,9,3,10,3,36.0,3,5,3,2,13,13,3,14,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43203363,0.48263696,0.4221148,0.4631398,0.4588719,20879,2012,0.0,0.02,0.17,0.35,0.29,0.14,0.03,4
355,355,9,3,29,3,17,3,17,3,9.0,3,18,3,8,11,15,4,11,0,7,0,1,0,1,1,1,0,0,0,0,0,0,0.47458097,0.46003148,0.45114434,0.43747595,0.43652797,0.4588719,20160,1937,0.0,0.03,0.21,0.4,0.25,0.09,0.01,4
356,356,17,3,24,3,4,2,9,3,24.0,3,6,3,7,0,21,14,2,0,7,1,1,0,2,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,20001,1919,0.0,0.02,0.16,0.38,0.3,0.12,0.02,4
357,357,4,3,13,3,16,3,16,3,12.0,3,12,2,12,13,11,0,17,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.44819066,0.43897042,0.4631398,0.4512561,0.4631398,0.4588719,21204,1973,0.0,0.04,0.21,0.38,0.26,0.09,0.01,4
358,358,4,3,27,3,18,3,18,3,12.0,3,6,3,12,0,13,11,24,0,10,1,1,0,1,1,1,1,1,0,0,0,1,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,20380,1899,0.0,0.02,0.17,0.37,0.29,0.12,0.02,4
